,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
171826,2.02E+16,2017,2,2,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Geva Binyamin,31.849267,35.276436,1,0,The incident occurred in Jerusalem district.,"02/02/2017: An assailant drove her vehicle into an Israel Police vehicle in Geva Binyamin, West Bank. At least four people, including the assailant, were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Israel Police,Vehicle,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,4,0,1,1,3,Minor (likely < $1 million),-99,A police vehicle and security gate were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Attempted vehicular attack in West Bank,"" Jerusalem Post, February 2, 2017.","""Footage of three lightly wounded in West Bank,"" Ynet News, February 3, 2017.","""Three lightly injured in car-ramming attack outside Jerusalem,"" Ynet News, February 2, 2017.",START Primary Collection,-9,-9,0,-9,
173126,2.02E+16,2017,3,15,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Alon Shvut,31.653435,35.125639,1,1,The incident occurred at Gush Etzion Junction.,"03/15/2017: An assailant attempted to drive a vehicle into soldiers and civilians at a bus stop in Gush Etzion, Alon Shvut, West Bank. Security forces shot and injured the assailant, who was the only reported casualty. No group claimed responsibility for the incident; however, sources identified the assailant as Fatemah Taqatqa, a Palestinian extremist.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,19,Transportation,101,Bus Station/Stop,Unknown,Bus Stop,155,West Bank and Gaza Strip,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,1,0,,,,,0,,,,,,,,,,,,,,,,,"""Palestinian Driver Shot Trying to Carry Out Car-ramming Attack, Military Says,"" Haaretz, March 15, 2017.","""Watch: Attempted ramming attack in Gush Etzion,"" Israel National News, March 15, 2017.","""Female assailant shot during suspected car-ramming attempt,"" The Times Of Israel, March 15, 2017.",START Primary Collection,0,0,0,0,
173314,2.02E+16,2017,3,22,,0,,603,United Kingdom,8,Western Europe,England,London,51.504385,-0.140041,1,0,The incident occurred at the Westminster Bridge.,"03/22/2017: An assailant drove a vehicle into pedestrians along the Westminster Bridge in London, United Kingdom. The assailant then fled the vehicle outside the Palace of Westminster, stabbing a police officer before being shot and killed by police forces. In addition to the assailant, five people were killed and at least 50 people were injured in the attack. Khalid Masood, a Muslim extremist, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western military offensives in the Middle East. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, authorities doubted the veracity of this claim and could not confirm Masood's connection to ISIL.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Metropolitan Police Parliamentary and Diplomatic Protection (PaDP),Officer: Keith Palmer,216,Great Britain,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,,,,,,,,,Muslim extremists,,,,,,"Khalid Masood, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western military offensives in the Middle East.",0,,,1,1,0,1,7,"Posted to website, blog, etc.",,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a vehicle were used in the attack.,6,1,1,50,1,0,-9,,,,,0,,,,,,,,,,,,,,,,"The victims included Romanian civilians Andreea Cristea and Andrei Burnaz, United States civilians Kurt Cochran and Melissa Cochran, British civilians Leslie Rhodes and Aysha Frade, and French civilians. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Five dead and 40 injured in London attack,"" BBC, March 23, 2017.","""Westminster terror attacker Khalid Masood's final message revealed,"" The Telegraph, April 28, 2017.","""Romanian Woman Injured In London Attack Dies,"" Radio Free Europe, April 7, 2017.",START Primary Collection,-9,-9,1,1,
173782,2.02E+16,2017,4,6,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Ofra,31.955101,35.260324,1,0,,"04/06/2017: An assailant rammed a vehicle into Israel Defense Forces (IDF) soldiers outside Ofra, West Bank. At least one soldier was killed and two other people, including the assailant and another soldier, were injured in the attack. No group claimed responsibility; however, sources identified the assailant, Malik Hamad, as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier: Sergeant Elchai Teharlev,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,0,2,0,1,0,,,,,0,,,,,,,,,,,,,,,,"While Hamas (Islamic Resistance Movement) did not claim responsibility for the incident, the group praised the attack and stated that ""the Jerusalem intifada is continuing its work.""","""Hamas Hangs 3 Men in Gaza Accused of Aiding Israel,"" New York Times, April 6, 2017.","""IDF soldier named as victim killed in West Bank ramming attack,"" Jerusalem Post, April 6, 2017.","""Israeli killed, another wounded, in suspected West Bank ramming attack,"" Jerusalem Post, April 6, 2017.",START Primary Collection,0,0,0,0,
173834,2.02E+16,2017,4,7,,0,,198,Sweden,8,Western Europe,Stockholm,Stockholm,59.332722,18.062278,1,0,The incident occurred in the Norrmalm neighborhood.,"04/07/2017: An assailant hijacked a vehicle and drove it into a department store in Norrmalm neighborhood, Stockholm, Sweden. At least five people were killed and 14 other people were injured in the attack. In addition, an explosive device was also discovered in the cab of the vehicle following the assault. The assailant, identified as Rakhmat Akilov, claimed he was a supporter of the Islamic State of Iraq and the Levant (ISIL), stating that the attack was carried out in revenge for bombings in Syria.",1,1,1,0,,,0,1,0,4,Hijacking,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,198,Sweden,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Rakhmat Akilov, claimed responsibility for the incident and stated that he carried out the attack in retaliation for airstrikes in Syria. He also stated that he supported the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,1,1,8,Personal claim,,,,,,,,6,Explosives,17,Other Explosive Type,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A homemade explosive device and a truck were used in the attack.,5,0,0,14,0,0,1,3,Minor (likely < $1 million),-99,A department store was damaged in this attack.,0,,,,,,,,,,,,,,,,"The victims included Swedish citizens Lena Wahlberg, Ebba Akerlund, and Marie Kide; Belgian citizen Mailys Dereymaeker; and British citizen Crispin Bevington. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""EXTRA,"" Deutsche Presse-Agentur, February 20, 2018.","""Xinhua: Suspect In Stockholm Truck Attack Not Insane, Evaluation Concludes,"" Xinhua, May 10, 2017.","""Stockholm Truck Attack Toll Rises To Five,"" Radio Free Europe, April 28, 2017.",START Primary Collection,-9,-9,0,-9,
174186,2.02E+16,2017,4,19,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Alon Shvut,31.653435,35.125639,1,1,The incident occurred at Gush Etzion Junction.,"04/19/2017: An assailant rammed his vehicle into a bus stop near Alon Shvut, West Bank. One person was injured in the attack before the assailant was shot and killed by security forces. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist, identified as Suhaib Mashahra.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,1,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"""One wounded in West Bank car ramming attack,"" Jerusalem Post, April 19, 2017.","""Israeli hurt in terror attack at Gush Etzion,"" Ynet News, April 20, 2017.","""One Wounded in West Bank Car-ramming Attack,"" Haaretz, April 19, 2017.",START Primary Collection,0,0,0,0,
175647,2.02E+16,2017,6,3,,0,,603,United Kingdom,8,Western Europe,England,London,51.504385,-0.140041,1,0,The incident occurred on London Bridge.,"06/03/2017: Three assailants driving a van ran over pedestrians along the London Bridge in London, England, United Kingdom. The assailants, wearing fake suicide vests, then crashed the van on Borough High Street. After exiting the vehicle, the assailants ran towards the nearby Borough Market, stabbing civilians in pubs and restaurants along the way. All three assailants were shot and killed by security forces on Stoney Street. In addition, eight civilians were killed and 48 civilians were injured in the attack. The assailants were identified as Khuram Butt, Rachid Redouane, and Youssef Zaghba. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attacks; however, the connection between the group and the assailants could not be confirmed.",1,1,1,0,,,0,1,1,2,Armed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Borough Market,Market,603,United Kingdom,,,,,,,,,Jihadi-inspired extremists,,,,,,"The specific motive is unknown; however, sources noted that Khuram Butt had watched Islamic State of Iraq and the Levant (ISIL) videos and ISIL propaganda was found on Youssef Zaghba's mobile phone.",0,,,1,3,0,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,7,Fake Weapons,,,,,,,"Multiple 12-inch Ceramic knives, a Renault van, and fake suicide belts were used in the attack.",11,0,3,48,1,0,-9,,,,,0,,,,,,,,,,,,,,,,"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility and stated that the attack was carried out in retaliation for a missile with ""love from Manchester"" written on it that was used in Syria. Among the victims killed were French citizens Sebastien Belanger, Alexandre Pigeard, and Xavier Thomas; Spanish citizen Ignacio Echeverria; Australian citizens Sara Zelenak and Kirsty Boden; Canadian citizen Christine Archibald; and English citizen James McMullan. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""London attack: Who were the attackers?,"" BBC, June 28, 2017.","""London attack: Men 'wanted to use 7.5 tonne lorry',"" BBC, June 9, 2017.","""London Bridge: more arrests as police tell how terrorists wanted to use truck,"" The Guardian, June 10, 2017.",START Primary Collection,-9,-9,1,1,
175930,2.02E+16,2017,6,10,,0,,198,Sweden,8,Western Europe,Skane,Malmo,55.560315,13.020177,1,0,,"06/10/2017: An assailant drove his vehicle into a protest outside the Migration Agency in Malmo, Skane, Sweden. There were no reported casualties in the attack. The assailant, who reportedly had ties to Neo-Nazi groups, stated that he wanted to send a message that immigrants should not be in Sweden.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,83,Protester,Not Applicable,Protestors,95,Iraq,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,An unidentified Neo-Nazi extremist claimed responsibility for the incident and stated that he did not think that the targeted Iraqi refugees should be in Sweden.,0,,,0,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Volvo sedan was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Man with alleged Nazi links admits driving his car into a refugee demonstration in Malmï¿½ï¿½"" The Local Sweden, June 14, 2017.","""Swedish neo-Nazi drove 'swastika' car into crowd of Iraqi refugees in Malmo,"" International Business Times, June 14, 2017.",,START Primary Collection,-9,-9,1,1,
175963,2.02E+16,2017,6,11,,0,,198,Sweden,8,Western Europe,Skane,Malmo,55.560315,13.020177,1,0,,"06/11/2017: An assailant drove his vehicle into a protest outside the Migration Agency in Malmo, Skane, Sweden. Nobody was injured in the attack. The assailant, who reportedly had ties to Neo-Nazi groups, stated that he wanted to send a message that immigrants should not be in Sweden.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,83,Protester,Not Applicable,Protestors,95,Iraq,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,An unidentified Neo-Nazi extremist claimed responsibility for the incident and stated that he did not think that the targeted Iraqi refugees should be in Sweden.,0,,,0,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Volvo sedan was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Protest signs were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Man with alleged Nazi links admits driving his car into a refugee demonstration in Malmï¿½ï¿½"" The Local Sweden, June 14, 2017.","""Swedish neo-Nazi drove 'swastika' car into crowd of Iraqi refugees in Malmo,"" International Business Times, June 14, 2017.",,START Primary Collection,-9,-9,1,1,
176225,2.02E+16,2017,6,19,,0,,603,United Kingdom,8,Western Europe,England,London,51.504385,-0.140041,1,0,The incident occurred in the Finsbury Park area.,"06/19/2017: An assailant drove a van into Muslim pedestrians outside the Muslim Welfare House in Finsbury Park area, London, United Kingdom. At least one person was killed and 11 people were injured in the attack. After exiting his vehicle, the assailant was beaten and detained by a crowd until police arrived. Darren Osborne claimed responsibility for the incident and stated that he was going to kill Muslims. Osborne also stated that he carried out the attack in retaliation for the terrorist attacks at London Bridge on June 3, 2017.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilians,603,United Kingdom,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"An unaffiliated individual, identified as Darren Osborne, claimed responsibility for the incident and stated that ""I'm going to kill Muslims...you deserve it...I did my bit.""",0,,,1,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Luton van was used in the attack.,1,0,0,12,0,1,0,,,,,0,,,,,,,,,,,,,,,,"The victims included Makram Ali. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Finsbury Park attack: What we know so far,"" BBC, June 19, 2017.","""Man died of injuries in van attack on Muslims in London,"" The Nation Pakistan, June 22, 2017.","""Finsbury Park mosque attack: two victims in critical care; Police change information on those injured in mosque attack,"" The Guardian (London), June 21, 2017.",START Primary Collection,-9,-9,0,-9,
176417,2.02E+16,2017,6,23,,0,,603,United Kingdom,8,Western Europe,England,London,51.504385,-0.140041,1,0,The incident occurred at 3 Alexandria Avenue in the Harrow neighborhood.,"06/23/2017: An assailant gave a Nazi salute, shouted ""white power,"" and then attempted to kill a restaurant owner at 3 Alexandria Avenue in Harrow, London, England, United Kingdom. The attacker drove at Kamal Ahmed with a van, intending to crush him against the front of the curry restaurant he owns. Marek Zakrocki claimed responsibility for the incident and stated ""I'm going to kill a Muslim.""",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Suspected Muslim Civilian: Kamal Ahmed,216,Great Britain,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"An unaffiliated individual, identified as Marek Zakrocki, claimed responsibility for the incident and stated ""I'm going to kill a Muslim.""",0,,,1,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A van was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A restaurant window was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Victim of van attack by Britain First supporter criticises leniency of sentence,"" The Guardian, January 17, 2018.","""Britain First fan who drove van at London restaurant owner walks free,"" The Guardian, January 12, 2018.",,START Primary Collection,-9,-9,1,1,
176615,2.02E+16,2017,6,29,,0,,69,France,8,Western Europe,Ile-de-France,Creteil,48.783605,2.454183,1,0,,"06/29/2017: An assailant attempted to use his vehicle to run over civilians outside a mosque in Creteil, Ile-de-France, France. The vehicle was unable to break through the barriers and the assailant fled in the vehicle. An unidentified individual claimed responsibility for the incident and stated that the attack was carried out in retaliation for Islamic State of Iraq and the Levant (ISIL) attacks.",1,1,1,0,,,0,0,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilians,69,France,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,An unidentified unaffiliated individual claimed responsibility for the incident and stated that the attack was carried out in retaliation for Islamic State of Iraq and the Levant (ISIL) attacks.,0,,,1,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,An SUV was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Paris mosque: Driver arrested after attempting to ram crowd,"" CNN.com, June 30, 2017.","""Driver arrested after trying to ram a car into crowd of people outside Paris mosque,"" The Telegraph, June 30, 2017.","""Paris man attempts to ram car into crowd outside mosque in Creteil suburb,"" Deutsche Welle, June 29, 2017.",START Primary Collection,-9,-9,0,-9,
176965,2.02E+16,2017,7,10,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Tekoa,31.6528,35.229585,1,0,,"07/10/2017: An assailant rammed his vehicle into a group of Israel Defense Forces (IDF) soldiers in Tekoa, West Bank. The assailant then exited the vehicle and attempted to stab the soldiers. The assailant was killed and at least one soldier was injured in the attack. No group claimed responsibility; however, sources identified the assailant, Muhammed Ibrhaim Jabril, as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a vehicle were used in the attack.,1,0,1,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Identity of terrorist in Monday's ramming attack released,"" Jerusalem Post, July 10, 2017.","""IDF soldier wounded in car ramming attack, assailant killed,"" Jerusalem Post, July 10, 2017.","""Three people wounded in attack in Jerusalem's Old City, assailants shot and killed,"" Haaretz, July 14, 2017.",START Primary Collection,0,0,0,0,
177201,2.02E+16,2017,7,17,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,1,0,The incident occurred in the Beit Romano neighborhood.,"07/17/2017: An assailant attempted to drive their vehicle into Israel Defense Forces (IDF) personnel in Hebron, West Bank. There were no reported casualties, and the driver was arrested at the scene. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Possible Ramming Attack in Hebron,"" Jewish Press, July 17, 2017.","""Attempted Ramming Attack in Hebron,"" Jewish Press, July 17, 2017.","""Atempted ramming attack in Hevron,"" Arutz Sheva, July 17, 2017.",START Primary Collection,-9,-9,0,-9,
177235,2.02E+16,2017,7,18,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Beit Einun,31.564108,35.126918,1,0,The incident occurred in the Hebron district.,"07/18/2017: An assailant rammed a vehicle into Israel Defense Forces (IDF) personnel in Beit Einun, West Bank. At least two soldiers were injured in the attack before the assailant was shot and killed by security forces. No group claimed responsibility for the incident; however, sources identified the assailant, Rafaat Nathmi Shukri Hirbawi, as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Palestinian Car-Ramming Terror Attack Injures Three Soldiers Near Hebron,"" Algemeiner.com, July 19, 2017.","""Palestinian Driver Runs Over Soldiers, Lightly Wounds Two Troops,"" Haaretz, July 18, 2017.","""Palestinian shot dead by Israeli soldiers in Hebron area,"" Abu Dhabi National, July 18, 2017.",START Primary Collection,0,0,0,0,
177925,2.02E+16,2017,8,9,,0,,69,France,8,Western Europe,Ile-de-France,Levallois-Perret,48.895072,2.286883,1,0,,"08/09/2017: An assailant drove a vehicle into French Armed Forces soldiers near the town hall in Levallois-Perret, Ile-de-France, France. At least six soldiers were injured in the attack. No group claimed responsibility; however, Hamou Bachir Benlatreche, identified as a Muslim extremist, was arrested five hours after the incident.",1,1,0,0,,,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",French Armed Forces,Soldiers,69,France,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0,,,1,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A BMW automobile was used in the attack.,0,0,0,6,0,0,1,3,Minor (likely < $1 million),-99,A car was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Paris police wait to interview suspect after car rammed soldiers; Hamou Bachir Benlatreche in serious condition after he was shot during his arrest following incident in Levallois-Perret,"" The Guardian (London), August 10, 2017.","""Thailand: Car rams into soldiers in Paris, suspect shot and arrested,"" Bangkok Post Online, August 10, 2017.","""Terrorist attack suspected after motorist runs over soldiers at military base outside Paris,"" CTV News, August 9, 2017.",START Primary Collection,-9,-9,0,-9,
178159,2.02E+16,2017,8,17,,0,,185,Spain,8,Western Europe,Catalonia,Barcelona,41.400636,2.150913,1,0,The incident occurred in Las Ramblas neighborhood.,"08/17/2017: An assailant rammed a van into a crowd of pedestrians along Las Ramblas in Barcelona, Spain. Fourteen civilians, including United States citizen Jared Tucker, were killed and more than 100 civilians were injured in the attack. This was one of three coordinated attacks in Catalonia within 24 hours. Authorities identified the assailant, Younes Abouyaaqoub, as a Muslim extremist. The Islamic State of Iraq and the Levant (ISIL) claimed that the attack was carried out in an effort to target countries participating in the United States-led coalition against the group; however, the veracity of this claim could not be verified.",1,1,1,0,,,1,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0,,,1,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Fiat Talento van was used in the attack.,14,1,0,101,1,0,-9,,,,,0,,,,,,,,,,,,,,,,"The victims included Spanish, French, German, Dutch, Argentine, Venezuelan, Belgian, Peruvian, Romanian, Irish, Cuban, Greek, Macedonian, British, Austrian, Pakistani, Taiwanese, Canadian, Ecuadorian, American, Filipino, Kuwaiti, Turkish, and Chinese civilians.","""Barcelona attacks: What we know so far,"" BBC, August 21, 2017.","""Police See Wider Plot in Spain and Say Carnage Could Have Been Worse,"" The New York Times, August 18, 2017.","""Spain terror attacks death toll rises to 16 as German woman dies in hospital,"" The Herald (Glasgow), August 28, 2017.",START Primary Collection,-9,-9,1,1,"201708170002, 201708170003, 201708180003"
178160,2.02E+16,2017,8,17,,0,,185,Spain,8,Western Europe,Catalonia,Barcelona,41.400636,2.150913,1,0,The incident occurred in the University district of the city.,"08/17/2017: An assailant hijacked a vehicle and killed its driver, identified as Pau Perez, in University district, Barcelona, Spain. Three police officers were also injured when the assailant drove through a roadblock before abandoning the vehicle. This was one of three coordinated attacks in Catalonia within 24 hours. Authorities identified the assailant, Younes Abouyaaqoub, as a Muslim extremist. The Islamic State of Iraq and the Levant (ISIL) claimed that the attack was carried out in an effort to target countries participating in the United States-led coalition against the group; however, the veracity of this claim could not be verified.",1,1,1,0,,,1,1,0,4,Hijacking,,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Pau Perez,185,Spain,3,Police,,,National Police Force (CNP),Roadblock,185,Spain,,,,,,,,,Muslim extremists,,,,,,,0,,,1,1,0,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a white Ford Focus were used in the attack.,1,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was stolen in this attack.,1,1,0,-99,,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""Madrid - Following the last moves of the Barcelona terror cell,"" AFP (North European Service), August 23, 2017.","""Barcelona attacks: Key suspect hunt widened across Europe,"" BBC, August 21, 2017.","""Barcelona attacks: What we know so far,"" BBC, August 21, 2017.",START Primary Collection,-9,-9,0,-9,"201708170002, 201708170003, 201708180003"
